embedding_index,title,year,authors,venue,issn,doi,subjects,work_id,embedding_id,embedding_run,embedding_preview,abstract
66,On neighbor distances and symmetry in group codes,1971,"Slepian, David","IEEE Trans. Inf. Theory 17, 630-632 (1971).","1557-9654, 0018-9448",10.1109/tit.1971.1054674,"94A45, 20M35, 94A40",10.1109/tit.1971.1054674,22ed49ec822cdd2735b12746e28f8976a1b08a4a,no_msc_clean,"[-0.0339, -0.0736, -0.0469, -0.0452, -0.0214, 0.0189, 0.0055, -0.0742, ...] dimension=384","Summary: This correspondence provides counterexamples to two frequently proposed conjectures concerning group codes for the Gaussian channel. It is shown 1) that a code for which the list of distances from codeword \(i\) to all other words is independent of \(i\) is not necessarily a group code, and 2) a group code of \(M\) words need not possess a transitive symmetry group of order \(M\)."
67,Non-associative local Lie groups,1996,"Olver, Peter J.","J. Lie Theory 6, No. 1, 23-51 (1996).",0949-5932,10.5802/jolt.99,22E05,10.5802/jolt.99,39208e48e906791edc8f1c0a829d2ee2ec7c43aa,no_msc_clean,"[-0.0848, 0.0108, 0.0351, 0.0415, 0.0182, -0.0297, 0.0105, -0.1104, ...] dimension=384","\textit{É. Cartan} [La topologie des groupes de Lie, Exposés de Géométrie No. 8 (Paris, 1936; Zbl 0016.10401)] proved that every local Lie group contains a neighbourhood of the identity which is homeomorphic and isomorphic to a neighbourhood of the identity of a global Lie group. Not every local Lie group is globally contained in a global Lie group. \textit{A. I. Malcev} [Dokl. Akad. Nauk SSSR 32, 606-608 (1941)] proved that a necessary and sufficient condition for the existence of a global topological group containing a given local group is that it satisfies a ``global'' associativity hypothesis. In this paper the author describes a technique for constructing large families of examples of non-globalizable local Lie groups and proves that every local Lie group is contained in one of these examples."
68,Remarks on Springer's representations,2009,"Lusztig, G.","Represent. Theory 13, 391-400 (2009).",1088-4165,10.1090/s1088-4165-09-00358-6,"17B08, 14L35, 20G99",10.1090/s1088-4165-09-00358-6,f96d6aa57cc819ee8d15e1bb007921317bb3044f,no_msc_clean,"[-0.0622, -0.0061, -0.0473, 0.1038, -0.1081, 0.0581, 0.0630, -0.0465, ...] dimension=384",Summary: We give an explicit description of a set of irreducible representations of a Weyl group which parametrizes the nilpotent orbits in the Lie algebra of a connected reductive group in arbitrary characteristic. We also answer a question of Serre concerning the conjugacy class of a power of a unipotent element in a connected reductive group.
69,On groups of even order,1955,"Brauer, Richard, Fowler, K. A.","Ann. Math. (2) 62, 565-583 (1955).","1939-8980, 0003-486X",10.2307/1970080,20-XX,10.2307/1970080,c4007be2f17174efcb67d5d8e7dde974b38e123c,no_msc_clean,"[-0.0073, 0.0024, 0.0892, 0.0572, 0.0151, -0.0147, -0.0723, 0.0169, ...] dimension=384","odd order are soluble. We shall use the term involution for a group element of order 2. If m is the total number of involutions of 65 and if we set n = g/m, the same method shows that 65 contains a normal subgroup V distinct from 5 such that the index of V is either 2 or is less than [n(n + 2)/2]! (where [x] denotes the largest integer not exceeding the real number x). If J is an involution in 65 and if n(J) is the order of its normalizer 91(J) in 5, then n < n(J). It then follows that there exist only a finite number of simple groups in which the normalizer of an involution is isomorphic to a given group."
70,Theory of association schemes.,2005,"Zieschang, Paul-Hermann","Springer Monographs in Mathematics. Berlin: Springer (ISBN 3-540-26136-2/hbk). xv, 283~p. (2005).","2196-9922, 1439-7382",10.1007/3-540-30593-9,05E30,10.1007/3-540-30593-9,e52e9ffdadbb490f57d64a25085490ce3fffbd55,no_msc_clean,"[-0.0336, 0.0148, -0.0184, 0.0092, 0.0330, 0.0229, 0.0859, -0.0704, ...] dimension=384","This text is an introduction to the theory of association schemes. The notion of an association scheme generalizes naturally the notion of a group. The group correspondence allows one to view the class of groups as a distinguished class of association schemes. Following the concepts of group theory, the author focusses separately on the decomposition theory of schemes (including their local theory), their representation theory, and their theory of generators."
71,Characterization of finite dedekind groups,1966,"Baer, Reinhold","Nagoya Math. J. 27, 21-41 (1966).","0027-7630, 2152-6842",10.1017/s002776300001182x,,10.1017/s002776300001182x,11c360fa03eee39a45658f77e2b5de87ec68181b,no_msc_clean,"[-0.0899, 0.0304, 0.0284, 0.0078, -0.0076, -0.0149, 0.0268, -0.0108, ...] dimension=384","<jats:p>If <jats:italic>U=U</jats:italic>(0), <jats:italic>U(i)</jats:italic> is a maximal subgroup of <jats:italic>U</jats:italic>(i + 1) and <jats:italic>U(n) = V</jats:italic>, then we term the <jats:italic>U(i)</jats:italic> a densest chain connecting <jats:italic>U</jats:italic> and <jats:italic>V</jats:italic>; and <jats:italic>n</jats:italic> is the length of this chain. The subgroup <jats:italic>U</jats:italic> of <jats:italic>V</jats:italic> will furthermore be termed an <jats:italic>n</jats:italic>-uniserial subgroup of <jats:italic>V</jats:italic> if there exists one and only one densest chain connecting <jats:italic>U</jats:italic> and <jats:italic>V</jats:italic> and if its length is <jats:italic>n</jats:italic>. The principal aim of this note is to give characterizations of dedekind groups [ = groups all of whose subgroups are normal] in terms of the normality of uniserial subgroups. We quote one of our results:</jats:p>"
72,Rank 3 subgroups of finite symplectic and unitary groups,1965,"Higman, D. G., McLaughlin, J. E.","J. Reine Angew. Math. 218, 174-189 (1965).",,,20-XX,e2d8af2b15bae21003ff3516138bbc5d93c424ac,f2a8e306113fce05496a10b68e19d661ea1b0c94,no_msc_clean,"[-0.0414, -0.0310, -0.0490, -0.0254, -0.0150, 0.0569, 0.0651, -0.0468, ...] dimension=384","Let \(\mathbf P\) be the projective space of dimension \(d\) over \(\mathbb F_q\); let \(\delta\) be a polarity of \(\mathbf P\) of symplectic or unitary type. Let \(\Aut_\delta(\mathbf P)\) be the group of collineations of \(\mathbf P\) which commute with \(\delta\). The subgroup \(T_\delta(\mathbf P)\) generated by the elations [alias \(\mathrm{PSp}_n(\mathbb F_q)\) or \(\mathrm{PU}_n^+(\mathbb F_q)\)), \(n = d+1\), in Dieudonné's notation] acts transitively on the set \(X\) of absolute points of \(\delta\). If \(d = 2\), \(T_\delta(\mathbf P)\) is doubly transitive on \(X\). If \(d\ge 3\) then \(T_\delta(\mathbf P)\) has rank 3 on \(X\) in the sense that the stabilizer of a point has three orbits (including the point itself). The authors study subgroups of \(\Aut_\delta(\mathbf P)\) which have rank 3 on \(X\). 

Theorem. If \(G \subseteq \Aut_\delta(\mathbf P)\) has rank 3 and \(1 < N\trianglelefteq G\) then \(N\) has rank 3, provided \(q> 4\) in the symplectic case and \(q> 16\) in the unitary case. (The exceptional cases are unsettled.) 

Theorem. If \(3\le d\le 7\) and \(G \subseteq T_\delta(\mathbf P)\) has rank 3, then \(G = T_\delta(\mathbf P)\) with the possible exception of \(\delta\) symplectic and \(q\) even. (One known exception here is \(A_6\) acting on \(\mathbf P_3(\mathbb F_2)\) where \(\mathrm{PSp}_4(\mathbb F_2)\simeq S_6\).) 

For the proof they need the following two general results of independent interest. 

Theorem. If \(d\ge 2\) and a set of elations contains, for each absolute point \(P\), an elation with center \(P\) and axis \(P^\delta\), then it generates \(T_\delta(\mathbf P)\). 

Theorem. If \(G\) is a subgroup of \(\Aut_\delta(\mathbf P)\) which contains, for some integer \(e < d\) and every nondegenerate \(e\)-dimensional linear variety \(K\), a non-identity collineation fixing \(K\) and \(K^\delta\), then \(G\supseteq T_\delta(\mathbf P)\)."
73,Monomiale Darstellung endlicher Gruppen,1953,"Huppert, Bertram","Nagoya Math. J. 6, 93-94 (1953).","0027-7630, 2152-6842",10.1017/s0027763000017025,20-XX,10.1017/s0027763000017025,3e88f9fd59a37c8f049bbe9df295d30580ea6eea,no_msc_clean,"[-0.1527, 0.0282, -0.0795, 0.0141, -0.0045, -0.0484, -0.0821, 0.1379, ...] dimension=384","<jats:p>Eine wichtige Aufgabe der Darstellungstheorie ist die Aufstellung eines vollstandigen Systems von inäquivalenten irreduziblen Darstellungen einer endlichen Gruppe<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0027763000017025_inline1""/>Obwohl man Verfahren kennt, die dies theoretisch leisten (etwa die Reduktion der regularen Darstellung), ist die praktische Durchführung nur in wenigen Fallen möglich. Die Aufgabe vereinfacht sich jedoch wesentlich, wenn sich alle irreduziblen Darstellungen von<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0027763000017025_inline1""/>auf monomiale Gestalt transfor-mieren lassen; denti alle monomialen Darstellungen einer endlichen Gruppe kann man nach einem sehr einfachen Verfahren gewinnen (siehe [4], S. 140).</jats:p>"
74,Generic polynomials. Constructive aspects of the inverse Galois problem,2002,"Jensen, Christian U., Ledet, Arne, Yui, Noriko","Mathematical Sciences Research Institute Publications 45. Cambridge: Cambridge University Press (ISBN 0-521-81998-9/hbk). ix, 258~p. (2002).",,,"12F12, 12-02",2c1b170caf99d010a22d855ebc38e5d3c37cd766,342a531a1ae8ecdbeb32800c3949bd079cfda9cd,no_msc_clean,"[-0.0454, -0.0172, 0.0607, 0.0430, -0.0565, -0.0058, 0.0316, 0.0152, ...] dimension=384","Let \(G\) be a finite group and let \(K\) be a field. The inverse Galois theory asks whether there exists a Galois extension \(L/K\) of fields having Galois group \(G(L/K)\) isomorphic to \(G\). A constructive approach to this probem is to give an explicit polynomial over \(K\) whose Galois group is the prescribed group \(G\).

The main theme of the book under review is to find families of ``generic'' polynomials for certain finite groups, which give all Galois extensions having the required group as their Galois group. The book further introduces the notion of ``generic dimension'' to address the problem of the smallest number of parameters required by a generic polynomial.

The introduction contains some historical notes to inverse Galois theory and describes some techniques and strategies.

Chapter 2 deals with permutation groups of degree \(\leq 11\). It contains several well known criteria for the determination of the Galois group of an irreducible polynomial of degree \(\leq 11\). Some examples of generic polynomials are given.

Chapter 3 discusses Hilbertian fields and gives well known polynomials over \({\mathbb{Q}}(t)\) having Galois group the symmetric group resp. the alternating group.

In chapter 5 we find the definition and some basic results on generic \(G\)-extensions.

In the last chapters the authors study cyclic groups of odd order and several solvable groups such as \(p\)-groups and Frobenius groups.

Chapter 8 contains several results on the generic dimension."
75,Invariants,1939,"Weyl, Hermann","Duke Math. J. 5, 489-502 (1939).","0012-7094, 1547-7398",10.1215/s0012-7094-39-00540-5,20-XX,10.1215/s0012-7094-39-00540-5,445f43f6b3f378106b1d4901b62a0fc0244042d4,no_msc_clean,"[-0.0912, 0.0701, 0.0365, 0.0289, -0.0347, 0.1072, 0.0235, -0.0664, ...] dimension=384","Übersicht über die Probleme und Methoden des Weylschen Buches ``The classical groups, their invariants and representations.'' [\textit{H. Weyl},  Princeton: University Press (1939; Zbl 0020.20601)]."
76,Higher-dimensional algebra. V: 2-Groups,2004,"Baez, John C., Lauda, Aaron D.","Theory Appl. Categ. 12, 423-491 (2004).",,,"18D05, 18D10, 20J06, 20L05, 22A22, 22E70",50d1fdf4818cc67767fb6db8c436c1a94038b254,3b3c6a69feb36e8f450f2ad1d16371931db55b29,no_msc_clean,"[0.0068, -0.0525, 0.0420, 0.0688, -0.0529, -0.0398, 0.0213, -0.0125, ...] dimension=384","[For previous parts see, e.g., part IV: Adv. Math. 180, 750--764 (2003; Zbl 1039.57016); part III: ibid. 135, 145--206 (1998; Zbl 0909.18006)]. 

This paper is about two kinds of categorified groups, called weak \(2\)-groups and coherent \(2\)-groups. A weak \(2\)-group is a weak monoidal category in which every morphism has an inverse and every object \(x\) has a weak inverse, i.e., an object \(y\) with isomorphisms \(1\to x\otimes y\to 1\). A coherent \(2\)-group is a weak \(2\)-group with specific weak inverses and isomorphisms forming an adjunction. It is shown that weak \(2\)-groups and coherent \(2\)-groups form \(2\)-equivalent \(2\)-categories. Coherent \(2\)-groups can be defined in any category with suitable structures; in particular there are Lie \(2\)-groups. An action of a group \(G\) on an abelian group \(H\) together with a \(3\)-cocycle determines a \(2\)-group such that \(G\) is the group of objects and \(H\) is the automorphism group of the identity object, and the construction leads to a cohomological classification of coherent \(2\)-groups. In particular the authors use Chern-Simons theory to construct examples based on Lie groups and related to Lie \(2\)-algebras."
77,Group \(U(6)\otimes U(6)\) generated by current components,1964,"Feynman, R., Gell-Mann, M., Zweig, G.","Phys. Rev. Lett. 13, 678-680 (1964).","1079-7114, 1092-0145, 0031-9007",10.1103/physrevlett.13.678,,10.1103/physrevlett.13.678,418a1cf0a29d6eb4a381d89bf81ff32a09fc71b1,no_msc_clean,"[-0.0760, -0.0215, -0.0019, 0.0143, -0.0563, 0.0130, 0.0223, -0.0816, ...] dimension=384","It has been suggested (1-3) that the equal-time commutation rules of the time components of the vector and axial-vector current octets (Fiα and Fiα5, respectively) are the same as if these currents had the simple form Giα and Giα5, defined as follows."
78,Extensions of the modular group,2016,"Beardon, Alan F.","Comput. Methods Funct. Theory 16, No. 1, 127-133 (2016).","2195-3724, 1617-9447",10.1007/s40315-015-0132-0,"51F15, 20H10",10.1007/s40315-015-0132-0,abc3da447fe68a7aec917fd66dab2616b64e0c05,no_msc_clean,"[-0.1434, 0.0191, -0.0451, 0.0464, 0.0199, -0.0238, 0.0590, -0.0110, ...] dimension=384","The author notes that there are different definitions of the extended modular group \(\Gamma_0\) in the literature. He introduces the group \(\Gamma_0\) as the abstract group defined by the presentation \(\langle U, V, W:U^2 = V^2 = W^2 = (UV)^2 = (VW)^3 = I \rangle\).

Here, he focusses on the modular group \(\Gamma\), i.e., the group of all Möbius maps 
\[
g(z) = \frac{az+b}{cz+ d}; \, a, b, c, d \in \mathbb{Z}, ad - bc = 1.
\]


He gives an overview of related subjects and of the relevant literature. Some of the topics considered are the inversive modular group, the group \(\mathrm{PGL}(2,\mathbb{Z})\), the hyperbolic space and its isometries."
79,Born again group testing: multiaccess communications,1985,"Wolf, Jack K.","IEEE Trans. Inf. Theory 31, 185-191 (1985).","1557-9654, 0018-9448",10.1109/tit.1985.1057026,94A99,10.1109/tit.1985.1057026,c9e12271b57dab83fa87d61e09e67b3fbbded160,no_msc_clean,"[-0.0383, 0.0416, -0.0260, 0.0104, -0.0315, -0.1171, -0.0718, -0.0530, ...] dimension=384","A piece of group testing history is given at first. Then, classical group testing and probing problems are presented including optimal test plans, the average number of tests for a complete test plan and a lower bound of this numbe of tests as the average length of a Huffman code. Nested test plans are particularly analyzed next. One of the earliest works in the group testing domain made by Sobel and Groll is shown to be a generalization of Hayes' tree search algorithm prepared for multiaccess communication purposes. Hayes' results are compared with results for optimal nested group testing. Finally, classical group testing is implemented for multiaccess communication purposes. An optimal test plan for Bernoulli distributed items is presented."
80,Gruppentheoretische Methoden in der Geometrie. Ein Bericht,1967,"Lüneburg, Heinz","Jahresber. Dtsch. Math.-Ver. 70, 16-51 (1967).",,,"51-02, 51Axx",e70a7c8daa358e8010d1e681f1dc5fad14d1cc7b,2b713c7ba090630980e51353c8afc9802310af82,no_msc_clean,"[-0.0685, 0.0106, 0.0031, -0.0114, 0.0180, -0.0115, 0.0772, -0.0443, ...] dimension=384","This is a survey of the applications of group theory to projective planes and related incidence structures. It should prove helpful both to the specialist and to the person with a limited background. Although the author does not claim completeness, a summary of this paper amounts to a summary of the ways in which group theory enters into the study of incidence structures. Basically, the groups are collineation groups. Certain configurational theorems (e.g., Desargues, Reidemeister) are equivalent to the existence of certain collineation groups. If a (usually finite) projective plane admits collineation group acting in some specified way, one can frequently show that the plane must be Desarguesian (or a translation plane, or the dual of a translation plane) and that the group must be some particular known group. In certain cases, a group can be used to define an incidence structure. The lines are usually cosets of appropriately chosen subgroups. The points may be elements of the group or may also be defined in terms of cosets. The group usually acts as a collineation group on the incidence structure. Translation planes can always be interpreted in this way. (Except for those of square order, the known finite non-Desarguesian projective planes are translation planes or are the duals of translation planes.) Given a known group, one can sometimes show that if it is to act as a collineation group of a plane of given order, there are certain ways in which it must act and one can determine the nature of the plane. All of this is akin to the Kleinean characterization of a geometry by its automorphism group and the invariants of this group. Thus the whole problem becomes closely related to classification problems in group theory. The author includes most of the known results of the types we have mentioned, with at least sketches of the proofs. He also includes most of the underlying theorems in group theory. Some of these group-theoretic theorems were motivated by the geo..."
81,On some problems of a statistical group theory,1967,"Erdős, Pál, Turán, Pál","Magyar Tud. Akad., Mat. Fiz. Tud. Oszt. Közl. 17, 51-57 (1967).",,,20-XX,c7da024e9918bf8365aeb717e1f7065c83ee6a21,38c84bf12301b25b929dacb8c470c55eddbaa663,no_msc_clean,"[-0.0805, -0.0135, 0.0851, 0.0202, 0.0049, 0.0447, 0.0439, -0.0155, ...] dimension=384","After a general motivation (indicating even the necessity of a statistical algebra) several simple laws are given among others for the distribution of values resp. for the arithmetical structure of the (grouptheoretical) order \(O(P)\) of the elements \(P\) of \(S_n\), the symmetric group with \(n\) letters. A list of some further problems is added."
82,Using mathematical programming for electricity spot pricing,1996,"Hogan, William W., Read, E. Grant, Ring, Brendan J.","Int. Trans. Oper. Res. 3, No. 3-4, 209-221 (1996).","1475-3995, 0969-6016",10.1111/j.1475-3995.1996.tb00048.x,"90B90, 91B24, 90C90",10.1111/j.1475-3995.1996.tb00048.x,1bf2446a4387e902cf98ac98f9817b6739665155,no_msc_clean,"[-0.0815, 0.0503, 0.0493, 0.0414, -0.0031, 0.0112, 0.0008, 0.0354, ...] dimension=384","Summary: Recent moves around the world to introduce competition into electricity markets have created a need for mechanisms to determine electricity spot prices which provide good incentives for market coordination. Duality theory suggests that such prices can be found by solving a mathematical program. We derive implicit prices corresponding to an actual half-hourly dispatch of a full a.c. power system, and discuss the application of spot pricing in New Zealand and the United States."
83,Regularization of ill-posed Mumford-Shah models with perimeter penalization,2010,"Ramlau, Ronny, Ring, Wolfgang","Inverse Probl. 26, No. 11, Article ID 115001, 25 p. (2010).","1361-6420, 0266-5611",10.1088/0266-5611/26/11/115001,"47N40, 47A52, 65J20",10.1088/0266-5611/26/11/115001,c29dde544acd0e718afa2d6c2ef31ee4cf1b9708,no_msc_clean,"[-0.0456, 0.0170, 0.0001, -0.0464, 0.0692, -0.0209, 0.0582, -0.0173, ...] dimension=384","The authors investigate the existence, stability and convergence properties of the minimizers of a Mumford-Shah-type functional with perimeter penalization for the simultaneous segmentation and reconstruction of the solution of an operator equation \(Kf=g\), where \(K:L_2(D) \to L_2(D_2)\). Here, \(D \subset \mathbb R^n\) is an open and bounded domain and \(D_2\) is either a bounded domain or a smooth submanifold of \(\mathbb R^k\), and the function \(g\) is given by its approximation \(g^{\delta}\), \(\| g^{\delta}-g\|_{L_2(D_2)} \leq \delta\). A typical example is the inversion of the Radon transform \({\mathcal R}: L_2(\mathbb R^2) \to L_2(\mathbb R \times S^1)\). It is assumed that the true solution has the form \(f=\sum_{j=1}^m \alpha_j \chi_{\Omega_j}\), where \((\Omega_j)_{j=1}^m\) covers \(D\) up to the set of measure zero. It is proposed to solve the inverse problem by minimizing a regularized least-squares functional with respect to the functional variable \(f=(\alpha_j)_{j=1}^m\) and the geometric variable \(\Omega=(\Omega_j)_{j=1}^m\). For this purpose, the Mumford-Shah-type functional \(J_{\gamma}(\Omega,f)=\| Kf-g^{\delta}\|_{L_2(D_2)}^2+\gamma | \Gamma|\), \(\Gamma=(\Gamma_j)_{j=1}^m\), \(\Gamma_j=\partial \Omega_j\) is used. Here, \(| \Gamma|=\sum_{j=1}^m H_{n-1}(\Gamma_j)\), where \(H_{n-1}\) denotes the \((n-1)\)-dimensional Hausdorff measure on \(\mathbb R^n\). Compactness and semi-continuity results for regular partitions are presented and used to prove existence, stability with respect to perturbations in the data and convergence of the solution if the error level goes to zero. Numerical experiments in a computer tomography setting demonstrate the validity of the derived convergence result."
84,Continuous rings and their arithmetics,1937,"von Neumann, J.","Proc. Natl. Acad. Sci. USA 23, 341-349 (1937).","1091-6490, 0027-8424",10.1073/pnas.23.6.341,,10.1073/pnas.23.6.341,9ab38787b693420bb3a61f4bff18339d84b7923d,no_msc_clean,"[0.0224, -0.0156, -0.0729, 0.0139, -0.0796, 0.0164, -0.0142, 0.0463, ...] dimension=384","Proceedings of the National Academy of Sciences (PNAS), a peer reviewed journal of the National Academy of Sciences (NAS) - an authoritative source of high-impact, original research that broadly spans the biological, physical, and social sciences."
85,Quasi-commutative rings and differential ideals,1936,"McCoy, Neal H.","Trans. Am. Math. Soc. 39, 101-116 (1936).","1088-6850, 0002-9947",10.2307/1989646,,10.2307/1989646,1c0605c2b48c9fb825ff04c2336121ed93188b7a,no_msc_clean,"[-0.1223, 0.0546, -0.0504, 0.0585, -0.1454, 0.0194, 0.0349, -0.0240, ...] dimension=384","Introduction.In the quantum mechanics, an important role is played by elements p and q, either infinite matrices or differential operators, which satisfy a commutation rule of the formwhere c is a scalar and is therefore commutative with both p and q.The importance of this relation has inspired the development of a considerable number of commutation formulas for polynomials in p and q, with coefficients in the complex number field.|However, for the most part, these formulas make no use of the fact that c is a scalar, but merely that it is commutative with both p and q.And although relation ( 1), with c a scalar, is impossible for elements of a finite algebra, it was pointed out in a recent paperf that there do exist pairs of finite matrices A, B such that AB-BA is not zero, but is commutative with both A and B. Thus the various commutation formulas for polynomials in p and q go over at once into corresponding ones for polynomials in A and B. This suggests the problem of characterizing all algebras, and more generally all rings, whose elements are polynomials in two given elements £, r\ with coefficients in a suitable domain, it being assumed that £?? -rç£ is commutative with both £ and -n.Such rings are of some mathematical interest in that while they are not in general commutative, they are quite closely related to commutative rings and are perhaps in certain respects the most simple non-commutative rings.It is the primary purpose of the present paper to consider rings of this type.Let K denote a commutative ring with unit element e. § We now adjoin to K (ring adjunction) two elements £, 17 which are assumed to be commutative with elements of K, and are such that the element f = £77 -rç£ is commutative with both £ and 77.This ring will be denoted by 7C[£, r¡], and may be called a quasi-commutative ring over K. Different quasi-commutative rings may be ob-"
86,Lectures on modules and rings,1999,"Lam, T. Y.","Graduate Texts in Mathematics. 189. New York, NY: Springer. xxiii, 557 p. (1999).",,,"16-01, 16D10, 16E10, 16U20, 16D40, 16D50, 16D90, 16L60, 16P60, 16S90",af5a04586de8cb97654f6e5506c7eedcc0c3be95,ef38c91adeaf9aa20e84357c58776e6284fb512f,no_msc_clean,"[-0.0835, 0.0123, -0.0607, 0.0068, -0.0411, -0.0391, 0.0574, 0.0687, ...] dimension=384","The book under review is the third one written by the author in ring theory, the previous are ``A first course in noncommutative rings'' (abbreviation: FC) [1991; Zbl 0728.16001], and ``Exercises in classical ring theory'' [1994; Zbl 0823.16001]. The second book is tightly connected with FC containing solutions to all exercises from FC. The present work is in a way a continuation of FC including ring topics not considered in FC (or probably considered not enough). Comparing with FC, the book deals with much more vast and deep module theory; another topic not treated in FC is the theory of rings of quotients. Special attention is paid also to self-injective rings, particularly to QF-rings. The book ends with the Morita theory. A number of exercises helps the reader to study the book. It should be noted that by a ring the author means a ring with identity. Accordingly, a subring \(S\) of a ring \(R\) with an identity 1 means in particular \(1\in S\). A ring homomorphism from a ring \(R\) to a ring \(R'\) is supposed to take the identity of \(R\) to that of \(R'\).


From ``Notes to the reader''. ``Throughout the text, some familiarity with elementary ring theory is assumed, so that we can start our discussion at an ``intermediate'' level. Most (if not all) of the facts we need from commutative and noncommutative ring theory are available from standard first-year graduate algebra texts, such as those of Lang, Hungerford, and Isaacs, and certainly from the author's FC''.


The book consists of 7 chapters, any chapter in its turn consists of sections (19 sections in total, numbered consecutively, independently of the chapters), and any section is divided into subsections (the total number of the subsections is 111). We give the titles of all chapters and sections only, thus omitting the titles of subsections.


Contents. Preface. Notes to the reader. Partial list of notations. Partial list of abbreviations. Chapter 1: Free modules, projective, and injective modules (1..."
87,Asymptotic agreement in distributed estimation,1982,"Borkar, Vivek, Varaiya, Pravin P.","IEEE Trans. Autom. Control 27, 650-655 (1982).","2334-3303, 1558-2523, 0018-9286",10.1109/tac.1982.1102982,"93E10, 62F12, 94A05, 62B10, 94A15",10.1109/tac.1982.1102982,7021750131535953e9d0a50d2cf9c7cd5da10b23,no_msc_clean,"[-0.0347, -0.0030, -0.0524, 0.0274, -0.0436, -0.0517, 0.0236, 0.0078, ...] dimension=384","Each of several agents updates his estimate of the same random variable whenever he makes a new observation or receives the estimate made by another agent. In turn, each agent transmits his estimate to a randomly chosen subset of the other agents. A subset of agents forms a communicating ring if for every pair <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">\underline{m}, \underline{p}</tex> of ring members, there is a sequence of ring members <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">\underline{m} = \underline{m}_{1}, \underline{m}_{2}, ... , \underline{m}_{n+1} = \underline{p}</tex> such that <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">\underline{m}_{i}</tex> sends his estimate to <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">\underline{m}_{i+1}</tex> infinitely often. If each ring member knows that he is a ring member, then the estimates of all the ring members asymptotically agree. However, this common limit can depend upon the order in which estimates are transmitted."
88,Exponential isomorphisms for \(\lambda\)-rings,1971,"Atiyah, M. F., Segal, G. B.","Q. J. Math., Oxf. II. Ser. 22, 371-378 (1971).","1464-3847, 0033-5606",10.1093/qmath/22.3.371,"13D15, 13D03",10.1093/qmath/22.3.371,b34dbbeba150555f74ac9c244780d5e0eef757a2,no_msc_clean,"[-0.0812, 0.0325, -0.0303, 0.0365, -0.0387, -0.0014, 0.0537, -0.0103, ...] dimension=384","Journal Article EXPONENTIAL ISOMORPHISMS FOR λ-RINGS Get access M. F. ATIYAH, M. F. ATIYAH Institute for Advanced Study PrincetonN. J. Search for other works by this author on: Oxford Academic Google Scholar G. B. SEGAL G. B. SEGAL St. Catherine's CollegsOxford Search for other works by this author on: Oxford Academic Google Scholar The Quarterly Journal of Mathematics, Volume 22, Issue 3, September 1971, Pages 371–378, https://doi.org/10.1093/qmath/22.3.371 Published: 01 September 1971 Article history Received: 15 December 1970 Published: 01 September 1971"
89,Rings close to regular.,2002,"Tuganbaev, Askar","Mathematics and its Applications (Dordrecht) 545. Dordrecht: Kluwer Academic Publishers (ISBN 1-4020-0851-1/hbk). xii, 350~p. (2002).",,,"16E50, 16D70, 16-02, 16E20",0a2a349dc073480941ddca296db4c0cc9206738d,6850b0ff782d2b2f447b7f1f6764aec69cf23f30,no_msc_clean,"[0.0049, 0.0312, -0.0491, -0.0138, -0.0367, -0.0291, 0.0332, 0.0083, ...] dimension=384","This is the first monograph on rings close to von Neumann regular rings. The following classes of rings are considered: exchange rings, \(\pi\)-regular rings, weakly regular rings, rings with comparability, \(V\)-rings, and max rings. Every Artinian or von Neumann regular ring \(A\) is an exchange ring (this means that for every one of its elements \(a\), there exists an idempotent \(e\) of \(A\) such that \(aA\) contains \(eA\) and \((1-a)A\) contains \((1-e)A\)). Exchange rings are very useful in the study of direct decompositions of modules, and have many applications to theory of Banach algebras, ring theory, and \(K\)-theory. In particular, exchange rings and rings with comparability provide a key to a number of outstanding cancellation problems for finitely generated projective modules. Every von Neumann regular ring is a weakly regular \(\pi\)-regular ring (a ring \(A\) is \(\pi\)-regular if for each of its elements \(a\), there is a positive integer \(n\) such that \(a^n\) is contained in \(aAa\)) and every Artinian ring is a \(\pi\)-regular max ring (a ring is a max ring if every one of its nonzero modules has a maximal submodule). Thus many results on finite-dimensional algebras and regular rings are extended to essentially larger classes of rings. Starting from a basic understanding of ring theory, the theory of rings close to regular is presented and accompanied with complete proofs. (Publisher's description)

 The book will appeal to readers from beginners to researchers and specialists in algebra; it concludes with an extensive bibliography.

 The seven chapters of the book are the following: 1. Some basic facts of ring theory, 2. Regular and strongly regular rings, 3. Rings of bounded index and \(I_0\) rings, 4. Semiregular and weakly regular rings, 5. Max rings and \(\pi\)-regular rings, 6. Exchange rings and modules, 7. Separative exchange rings."
